VOTACION_1;VOTACION_2;VOTACION_3;VOTACION_4;SV_1;SV_2;MB_P1_1;MB_P1_2;MB_P1_3;MB_P2;MB_P3;MB_P4;MB_P5;MB_P6;MB_P7;MB_P8;MB_P9;MB_P10;MB_P11;MB_P12;MB_P12A;MB_P13;MB_P13A;MB_P14;MB_P14A;MB_P15_A;MB_P15_B;MB_P15_C;MB_P15_D;MB_P15_E;MB_P15_F;MB_P15_G;MB_P15_H;MB_P15_I;MB_P15_J;MB_P15_K;MB_P15_L;MB_P15_M;MB_P15_N;MB_P15_O;MB_P15_P;MB_P15_Q;MB_P15_R;MB_P15_S;MB_P15_T;MB_P15_U;MB_P15_V;MB_P15_W;MB_P15_X;MB_P15_Y;MB_P15_Z;MB_P16;MB_P17;MB_P18;ELE_1;ELE_2;ELE_3;ELE_4;ELE_5;ELE_6_1;ELE_6_2;ELE_6_3;ELE_6_4;ELE_6_5;ELE_6_6;ELE_6_7;PE_E0;MEP_1;MEP_2;MEP_3;MEP_4;MEP_5_1;MEP_5_2;MEP_5_3;MEP_5_4;MEP_5_5;MEP_5_6;MEP_5_7;MEP_5_8;MEP_6;MEP_7;MEP_8;MEP_9_1;MEP_9_2;MEP_9_3;MEP_9_4;MEP_9_5;MEP_9_6;MEP_10_1;MEP_10_2;DPP_1;DPP_2;DPP_3_1;DPP_3_2;DPP_3_3;DPP_4;DPP_5A;DPP_5B;DPP_5C;DPP_6A;DPP_6B;DPP_6C;DPP_7A;DPP_7B;DPP_7C;DPP_8A;DPP_8B;DPP_8C;DPP_9A;DPP_9B;DPP_9C;DPP_10A;DPP_10B;DPP_10C;DPP_11;DPP_12A;DPP_12B;DPP_12C;DPP_13A;DPP_13B;DPP_13C;DPP_14;DPP_15A;DPP_15B;DPP_15C;DPP_16A;DPP_16B;DPP_16C;DPP_16D;DPP_17A;DPP_17B;DPP_17C;DPP_17D;DPP_18A;DPP_18B;DPP_18C;DPP_18D;DPP_19A;DPP_19B;DPP_19C;DPP_19D;DPP_20_1;DPP_20_2;DPP_20_3;DPP_20_4;DPP_20_5;DPP_20_6;DPP_20_7;DPP_20_8;DPP_21_1;DPP_21_2;DPP_21_3;DPP_21_4;DPP_22_1;DPP_22_2;DPP_23_1;DPP_23_2;DPP_23_3;DPP_23_4;DPP_23_5;DPP_23_6;DPP_23_7;DS_P1;DS_P2;DS_P2_EXACTA;DS_P2A_DIA;DS_P2A_MES;DS_P2A_ANO;DS_P3;DS_P4;DS_P5;DS_P6;DS_P7;DS_P8;DS_P9;DS_P10;DS_P10_OTRA;DS_P11;DS_P12;DS_P13;DS_P14A;DS_P14A_EXACTA;DS_P14B;DS_P14B_EXACTA;DS_P14C;DS_P14C_EXACTA;DS_P15;DS_P16;DS_P17;DS_P18;DS_P19;DS_P20_1;DS_P20_2;DS_P20_3;DS_P20_4;DS_P20_5;DS_P20_6;DS_P20_7;DS_P20_8;DS_P20_9;DS_P20_10;DS_P20_11;DS_P20_12;DS_P20_13;DS_P20_14;DS_P20_15;DS_P20_16;DS_P20_17;DS_P21_1;DS_P21_2;NOM_COMUNA;SEXO;EDAD_REC;REGION;POND;ZONA_U_R;GSE_REC;DPP_11_REC;ANOS_REC;REGION_REC
9;3;3;3;8;7;3;7;6;3;2;3;3;2;1;1;8;1;1;88;88;1;#¡NULO!;2;#¡NULO!;6;6;4;6;6;6;3;6;6;6;6;3;6;3;3;3;6;6;6;2;2;3;3;6;6;6;1;1;8;2;1;3;3;3;2;2;3;2;2;2;3;5;99;7;3;77;8;8;8;8;2;8;3;8;5;88;88;77;77;77;77;77;77;3;1;3;8;8;8;8;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;3;3;3;3;3;3;3;3;2;2;2;3;4;2;2;2;3;2;2;1;2;1;19;12;9;1997;13;7;3;9;7;4;3;1;-;7;2;88;1;3;1;1;1;1;1;8;3;7;3;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;1;2;2;1;ARICA;2;1;15;1;1;2,00;2,00;4,00;2,00
2;2;2;2;5;5;3;1;14;3;2;3;3;2;1;1;1;1;1;77;77;5;5;3;#¡NULO!;6;8;4;8;8;8;8;6;8;4;8;2;6;6;6;2;8;6;8;6;4;8;6;8;3;3;8;8;8;1;2;4;4;2;3;3;3;3;3;3;3;9;99;99;5;88;8;8;8;8;8;8;8;8;88;88;88;88;88;88;88;88;88;3;7;8;8;8;8;8;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;8;8;8;8;8;8;2;2;2;2;2;4;4;2;1;65;6;8;1951;14;5;1;1;1;1;2;1;-;5;1;88;1;3;0;99;0;99;99;99;1;1;3;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;LOS ANGELES;2;5;8;0;1;2,00;9,00;4,00;2,00
2;1;1;4;5;5;5;16;1;3;2;3;3;1;1;2;2;1;1;77;77;5;3;4;#¡NULO!;6;6;5;6;6;6;4;6;4;6;6;4;6;6;6;3;6;6;6;6;3;6;6;6;6;4;8;8;8;1;2;3;3;1;2;3;3;2;3;3;3;10;88;4;10;4;3;2;3;2;3;3;3;3;2;4;2;2;2;2;2;2;2;6;7;2;1;8;8;8;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;10;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;1;1;1;1;2;2;2;2;2;4;2;2;1;2;1;50;5;10;1966;14;5;1;1;1;4;2;9;-;8;1;88;1;3;0;99;0;99;99;99;1;1;3;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;2;2;1;1;PURRANQUE;2;4;10;0;2;2,00;1,00;4,00;2,00
7;2;2;2;8;7;5;2;10;2;8;4;3;2;1;1;1;1;1;77;77;5;9;9;9;8;9;4;8;3;8;4;8;8;8;8;4;3;3;9;3;8;3;8;9;2;3;9;9;8;2;9;3;3;2;1;3;3;3;2;2;2;2;2;2;2;4;4;4;6;4;9;2;9;2;9;9;9;9;4;4;4;4;4;4;4;4;4;5;3;3;8;9;9;9;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;2;2;2;2;8;8;8;8;9;9;9;9;9;1;1;50;3;7;1966;14;5;1;1;1;6;5;1;-;8;1;88;1;2;0;99;0;99;11;11;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;LA SERENA;1;4;4;2;1;2,00;2,00;4,00;2,00
9;3;3;3;10;5;1;6;10;2;1;4;2;2;2;2;2;2;2;77;77;8;8;7;7;9;9;9;9;8;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;8;9;9;2;3;1;3;3;3;3;3;3;3;7;99;7;8;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;7;7;7;3;1;5;2;5;5;5;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;8;8;8;8;2;2;5;2;2;2;2;5;5;2;1;63;13;4;1954;14;5;99;9;99;4;99;2;-;1;1;88;1;4;1;2;1;1;99;99;3;7;3;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;2;SAN JOAQUÍN;2;5;13;1;1;2,00;3,00;4,00;1,00
9;3;3;3;3;4;3;13;1;2;1;2;3;2;2;2;2;2;2;77;77;5;5;7;7;3;6;1;6;1;6;1;6;6;2;2;1;2;3;6;6;6;1;6;6;3;1;1;3;3;2;2;2;2;1;1;3;3;1;3;2;3;2;3;3;3;10;99;99;10;7;3;3;3;3;3;3;2;3;77;77;77;77;7;77;88;7;77;3;10;5;1;9;9;9;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;88;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;1;1;1;2;2;2;2;3;3;3;3;88;88;88;88;8;8;8;8;8;8;8;8;4;4;4;4;2;4;4;4;3;5;2;1;1;2;1;58;99;99;9999;14;6;2;1;9;6;4;1;-;2;1;88;1;2;0;99;0;99;99;99;1;1;3;1;2;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;2;1;CHILLÁN;2;5;8;0;1;2,00;9,00;4,00;2,00
4;1;1;1;5;88;10;6;5;3;2;3;3;2;1;1;1;1;1;77;77;3;#¡NULO!;4;#¡NULO!;3;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;2;3;3;2;3;3;2;3;2;1;2;3;3;1;3;3;3;3;3;3;3;8;4;4;9;4;3;3;3;1;3;3;3;3;4;4;4;4;4;4;4;4;4;10;6;3;8;8;8;8;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;1;8;8;8;8;1;1;1;1;1;4;2;4;4;2;4;5;5;2;1;57;3;12;1959;14;6;2;1;5;4;3;1;-;8;1;88;1;2;0;99;0;99;10;10;1;2;3;1;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;QUINTERO;2;5;5;1;1;2,00;2,00;4,00;2,00
11;5;5;5;6;6;5;10;11;4;2;3;3;1;1;1;1;1;1;77;77;5;5;7;7;6;6;4;6;5;6;4;6;6;6;6;4;4;6;6;3;6;6;4;6;4;6;6;6;6;2;3;3;3;2;1;4;4;4;3;3;3;3;3;3;3;0;99;7;0;77;8;8;8;8;8;8;8;8;88;77;77;4;4;4;4;4;4;5;7;2;1;5;5;5;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;88;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;7;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;8;8;8;8;2;2;2;2;2;1;2;5;3;1;1;39;99;99;9999;14;6;1;2;1;6;3;9;-;8;2;88;1;1;0;99;0;99;11;11;3;6;3;1;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;MACUL;1;3;13;2;1;2,00;9,00;4,00;1,00
7;2;2;2;9;9;16;7;3;3;2;3;3;2;2;8;8;8;8;77;77;8;8;7;7;4;6;3;6;4;6;4;6;6;3;4;4;4;8;6;2;6;6;3;4;5;4;6;4;3;2;8;8;8;1;2;3;4;1;2;2;3;3;2;3;3;10;7;7;10;7;3;2;8;8;3;3;1;8;7;7;7;7;7;7;7;7;7;1;3;3;1;3;3;3;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;1;999;999;2;2;#¡NULO!;#¡NULO!;3;3;#¡NULO!;#¡NULO!;6;5;#¡NULO!;#¡NULO!;8;3;3;3;8;3;2;3;1;3;2;2;3;4;3;1;2;2;3;3;3;1;1;38;9;4;1979;14;6;1;1;1;6;4;1;-;8;1;88;1;2;0;99;1;2;12;12;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;1;PUNTA ARENAS;1;3;12;1;1;2,00;3,00;4,00;2,00
4;1;1;3;7;8;1;8;3;3;2;3;3;2;3;8;8;2;8;77;77;5;5;7;7;6;6;4;6;4;6;3;6;6;3;2;4;5;6;6;6;6;6;6;2;2;4;2;2;3;3;3;3;3;1;2;3;3;2;3;3;8;3;3;8;3;8;4;4;6;4;8;8;8;8;8;8;8;8;4;4;4;88;88;88;88;88;88;4;3;3;1;8;8;8;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;8;8;8;8;8;8;2;2;1;2;2;2;2;1;1;36;13;3;1981;14;6;1;1;1;6;4;9;-;4;1;88;1;2;1;2;0;99;11;11;1;1;3;1;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;1;2;ANTOFAGASTA;1;3;2;1;1;2,00;2,00;4,00;2,00
7;2;2;2;10;3;5;1;10;3;2;3;3;2;3;2;2;2;1;77;88;8;5;4;#¡NULO!;4;6;3;4;3;3;2;6;6;6;3;2;6;3;3;2;3;6;4;2;4;2;8;8;6;6;2;3;2;2;1;2;3;3;3;2;3;1;1;2;3;0;7;7;1;7;3;3;3;3;3;3;1;3;7;7;7;7;7;77;77;7;7;3;6;3;2;8;8;8;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;2;3;1;1;1;3;4;4;4;2;2;4;3;2;2;2;1;25;3;9;1991;14;6;2;1;7;8;5;9;-;8;2;88;1;2;0;99;1;1;1;11;1;7;2;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;1;2;QUILPUÉ;2;2;5;2;1;2,00;2,00;4,00;2,00
4;1;4;4;4;6;1;3;10;4;1;3;2;1;1;1;1;1;1;77;77;5;5;1;#¡NULO!;3;6;4;6;3;3;2;3;6;3;3;4;6;3;3;3;6;3;2;4;2;4;3;6;3;6;3;1;3;1;2;1;2;2;3;3;3;3;3;3;3;8;4;4;7;4;3;3;3;1;3;3;3;2;4;4;4;4;4;4;4;4;4;3;10;2;1;3;3;3;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;9;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;3;3;3;3;3;3;3;2;2;2;2;2;2;4;2;2;2;2;2;2;2;1;81;99;99;9999;14;6;2;1;8;6;4;1;-;2;1;88;1;2;0;99;0;99;99;99;3;4;3;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;2;2;LA REINA;2;5;13;1;1;2,00;3,00;4,00;1,00
10;4;4;4;10;5;1;10;13;3;2;3;4;2;1;1;1;1;1;77;6;3;#¡NULO!;4;#¡NULO!;8;6;4;3;4;6;2;3;3;4;6;3;4;6;6;4;3;6;6;6;4;4;3;3;6;2;3;2;2;1;1;2;2;3;1;1;2;2;1;2;3;5;7;7;0;77;8;8;8;8;8;8;2;8;7;7;7;77;7;77;77;7;7;3;5;3;2;3;3;3;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;1;999;999;1;4;#¡NULO!;#¡NULO!;3;4;#¡NULO!;#¡NULO!;4;99;#¡NULO!;#¡NULO!;99;3;4;3;2;3;4;2;3;4;2;2;2;3;3;5;2;9;2;4;5;4;1;1;70;24;3;1947;14;7;2;1;8;7;4;1;-;5;2;88;1;1;0;99;0;99;99;99;2;6;2;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;2;2;2;EL QUISCO;1;5;5;1;1;2,00;9,00;4,00;2,00
7;2;2;2;8;6;6;5;3;3;2;4;3;2;2;2;2;2;2;1;#¡NULO!;1;#¡NULO!;7;7;9;6;1;6;8;6;3;8;6;8;8;8;6;3;3;9;8;8;8;8;4;8;6;8;8;8;1;3;8;2;1;2;3;2;3;2;3;2;3;3;3;8;7;7;10;7;3;3;3;3;3;3;1;3;7;7;7;7;7;7;99;7;88;3;2;3;1;2;8;8;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;8;8;8;8;8;2;8;2;2;1;3;4;4;3;2;2;1;2;3;1;2;1;21;99;99;9999;14;7;3;9;7;8;5;9;-;7;2;88;1;4;1;1;0;99;13;13;3;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;LO BARNECHEA;2;1;13;1;1;1,00;3,00;4,00;1,00
8;1;1;3;6;8;5;11;6;2;2;3;2;2;2;2;2;2;2;77;1;3;#¡NULO!;6;6;2;6;3;6;4;6;4;6;6;6;4;4;4;6;6;6;6;6;6;3;3;4;6;6;6;6;1;1;1;2;1;3;3;2;2;2;3;3;3;3;3;6;99;7;4;8;3;3;2;2;3;3;3;1;8;4;4;88;4;8;4;8;8;1;3;3;1;3;3;2;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;88;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;4;5;5;5;4;5;5;1;1;1;1;2;4;3;2;2;4;4;2;2;2;1;33;15;9;1983;14;7;1;1;1;7;4;1;-;8;2;88;1;2;1;2;0;99;12;12;1;7;3;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;MAIPÚ;2;2;13;1;1;2,00;9,00;4,00;1,00
7;2;2;2;1;4;5;10;1;3;2;3;3;2;2;2;2;2;2;77;77;1;#¡NULO!;7;7;6;6;2;6;6;6;3;6;6;6;6;6;6;6;6;2;6;6;6;4;3;6;6;6;6;6;3;3;8;2;1;4;4;4;3;3;3;3;3;3;3;0;99;7;0;7;1;1;1;1;1;1;3;1;77;7;7;7;7;7;7;7;7;2;7;3;1;8;8;8;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;3;3;3;3;3;3;3;4;4;4;4;2;4;2;2;2;2;3;3;3;1;1;22;5;1;1995;14;7;2;1;7;2;2;2;-;5;2;5;1;2;1;1;0;99;1;7;3;7;3;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;FUTRONO;1;1;14;2;1;2,00;2,00;4,00;2,00
4;1;4;4;9;8;3;6;14;4;2;4;3;1;1;1;1;1;1;6;#¡NULO!;5;5;3;#¡NULO!;2;6;4;6;6;6;3;6;6;5;3;4;2;6;6;4;6;3;6;6;4;3;2;3;6;4;1;8;8;1;2;2;2;1;3;3;3;3;3;3;3;10;4;7;10;4;3;3;3;1;3;3;2;3;4;4;4;4;4;4;4;4;4;3;2;1;1;8;8;8;3;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;1;999;999;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;8;8;8;8;8;8;8;8;2;2;2;3;3;3;2;4;2;4;2;2;3;2;1;71;22;1;1946;15;5;2;1;8;4;99;2;-;1;1;88;1;2;0;99;0;99;88;88;1;1;2;1;2;1;1;1;1;1;2;2;2;1;1;2;1;1;2;2;1;2;LOS ANGELES;2;5;8;0;1;2,00;2,00;4,00;2,00
11;4;4;4;5;5;1;3;13;2;2;3;3;2;2;2;2;2;2;77;77;5;5;7;7;6;6;2;6;6;6;3;6;6;6;3;2;6;3;6;3;6;6;6;2;2;2;6;3;6;6;3;3;3;1;2;4;4;4;2;2;3;2;3;3;3;0;99;99;0;77;3;3;3;3;3;3;3;3;77;77;77;77;77;77;77;77;77;5;7;3;1;9;9;9;4;999;999;999;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;999;1;999;1;#¡NULO!;2;#¡NULO!;2;#¡NULO!;3;#¡NULO!;3;#¡NULO!;99;#¡NULO!;99;8;8;8;8;9;8;8;8;3;4;4;4;4;4;3;2;2;3;2;3;2;2;1;24;2;3;1993;15;5;2;99;7;4;3;10;-;8;2;88;1;2;0;99;1;1;99;99;1;2;3;1;2;1;2;1;1;1;2;2;2;1;1;2;1;1;2;2;2;2;LOS ANGELES;2;1;8;1;1;2,00;9,00;4,00;2,00
